upm,nvivi,nhoga,year,fex,facpob,area,ipcm,linea_pobreza_total,linea_pobreza_extrema,hh_totpers,jefe_edad,jefe_aniosestudio,totpov,extpov,lnipcm,perc_tiene_trabajo_remunerado,piezas_por_miembro,vivi_pieza_cocinar_No,vivi_computadora_No,vivi_internet_Yes,vivi_radio_No,vivi_televisor_No,vivi_heladera_No,vivi_cocina_gas_No,vivi_cocina_elec_No,vivi_lavarropas_No,vivi_videoDVD_No,vivi_acondicionador_aire_No,vivi_tv_cable_No,vivi_horno_microondas_Yes,vivi_horno_electrico_No,vivi_auto_camion_No,vivi_motocicleta_No,hh_conyuge_present_No,hh_tekopora_Yes,jefe_female_Yes,jefe_seguro_medico_Yes,jefe_sabe_leer_escribir_No,jefe_quiere_trabajo_Yes,jefe_tipo_empleo1_High,hh_tipo_hogar1_Unipersonal,jefe_idioma1_LowInc,jefe_estado_civil1_Alone,dptorep1_Low,dptorep1_High,vivi_pared1_Low,vivi_agua_proveedor1_High,vivi_combustible1_High,vivi_lote_propiedad1_Other,vivi_piso1_high,vivi_piso1_low,vivi_agua_fuente1_low,vivi_basura1_high,vivi_banho_desague1_low,vivi_vivienda_propiedad1_Other
2754,46,1,2018,505,2525,rural,619817.8,488172,239969,1.6094379124341003,73,5,nontot_pov,nonext_pov,13.337180842864997,0.4,-1.6094379124341003,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2754,47,1,2018,640,3840,rural,239535.22222222225,488172,239969,1.791759469228055,40,5,tot_pov,ext_pov,12.386455750666038,0.16666666666666666,-0.6931471805599453,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
2883,20,1,2018,634,2536,rural,201720.16908212577,488172,239969,1.3862943611198906,42,6,tot_pov,ext_pov,12.214636714392402,0.5,-0.6931471805599453,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
2883,21,1,2018,398,796,rural,968405.79710145,488172,239969,0.6931471805599453,66,6,nontot_pov,nonext_pov,13.783406490295626,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2883,22,1,2018,581,2324,rural,342045.89371980703,488172,239969,1.3862943611198906,42,4,tot_pov,nonext_pov,12.742700199204958,0.25,-0.2876820724517809,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2883,24,1,2018,376,376,rural,544800.5348316366,488172,239969,0,58,3,nontot_pov,nonext_pov,13.208175015519668,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0
2883,25,1,2018,609,3654,rural,685738.9049919489,488172,239969,1.791759469228055,58,8,nontot_pov,nonext_pov,13.438252229291564,0.6666666666666666,-0.6931471805599453,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2883,37,1,2018,645,3870,rural,335974.6553945252,488172,239969,1.791759469228055,50,5,tot_pov,nonext_pov,12.72479100572689,0.16666666666666666,-1.791759469228055,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
2883,38,1,2018,827,2481,rural,889291.733762749,488172,239969,1.0986122886681098,29,9,nontot_pov,nonext_pov,13.698180620126662,0.6666666666666666,-0.40546510810816444,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2883,39,1,2018,648,1944,rural,932742.9232420832,488172,239969,1.0986122886681098,30,4,nontot_pov,nonext_pov,13.745884904072133,0.3333333333333333,-0.40546510810816444,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
2883,40,1,2018,420,420,rural,993236.7149758462,488172,239969,0,82,2,nontot_pov,nonext_pov,13.808724298279916,1,0.6931471805599453,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2930,7,1,2018,1034,4136,rural,1788322.7053140108,488172,239969,1.3862943611198906,40,3,nontot_pov,nonext_pov,14.396788702386708,0.75,-0.6931471805599453,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
2930,8,1,2018,949,3796,rural,974629.8438003226,488172,239969,1.3862943611198906,44,6,nontot_pov,nonext_pov,13.789813030511386,0.5,-0.2876820724517809,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
2930,9,1,2018,888,888,rural,2168566.827697264,488172,239969,0,45,6,nontot_pov,nonext_pov,14.589577059258966,0,0.6931471805599453,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0
2930,11,1,2018,932,3728,rural,6052351.022573154,488172,239969,1.3862943611198906,37,12,nontot_pov,nonext_pov,15.615957353294498,0.5,0.22314355131420976,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
2930,21,1,2018,1034,4136,rural,620772.9468599039,488172,239969,1.3862943611198906,34,15,nontot_pov,nonext_pov,13.33872066903418,0,-0.2876820724517809,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2930,22,1,2018,929,4645,rural,575355.5275362323,488172,239969,1.6094379124341003,34,4,nontot_pov,nonext_pov,13.26274343746405,0.2,-0.5108256237659907,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2930,23,1,2018,1088,3264,rural,691482.9661835753,488172,239969,1.0986122886681098,28,9,nontot_pov,nonext_pov,13.446593796643384,0.3333333333333333,0.28768207245178085,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2930,24,1,2018,829,829,rural,2304391.9484702107,488172,239969,0,59,6,nontot_pov,nonext_pov,14.650327402853273,1,1.0986122886681098,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
